70 1 1.698 0 18.365853658536565 150 300
71 0 0.661
72 2 2.375 113.85365853658536 31.78048780487802 150 300 285.0243902439024 36.73170731707316 150 300
73 1 1.468 302.31707317073176 34.95934959349594 150 300
74 0 0.677
75 0 0.605
76 0 0.576
77 1 1.539 43.17073170731709 23 150 300
78 0 0.701
79 1 1.916 185.96951219512192 12.335365853658516 150 300
80 2 3.105 285 38.571138211382106 150 300 188.41260162601623 29.76626016260161 150 300
81 3 3.421 329.30487804878055 58.445121951219534 150 300 219.18292682926835 51.36585365853662 150 300 115.35365853658539 71.03048780487808 150 300
82 1 1.251 95.28658536585365 21 150 300
83 2 2.484 125.30284552845532 41 150 300 11.636178861788622 25.351626016260184 150 300
84 0 0.694
85 2 2.666 68.46951219512195 10.79674796747966 150 300 238.27642276422762 14.262195121951208 150 300
86 0 1.346
87 1 2.271 0 19.40853658536585 150 300
88 1 1.348 73.29268292682926 8.699186991869908 150 300
89 2 2.238 162.74999999999997 4.634146341463406 150 300 48.063008130081286 16.23170731707316 150 300
90 3 3.46 225.0609756097561 44.024390243902445 150 300 78.41463414634146 35.7520325203252 150 300 0 40.26422764227644 150 300
91 1 1.297 210.14634146341461 24 150 300
92 2 2.658 122.15243902439025 108.02439024390247 150 300 305.6768292682927 92.57926829268294 150 300
93 0 0.805
94 0 0.768
95 0 0.714
96 0 0.888
16 0 3.941
17 0 1.683
18 0 1.138
19 1 2.348 0 105.13821138211381 150 300
20 0 1.275
24 1 19.312 101.3397129186603 70.04784688995215 150 300
